x_fit_values	y_fit_1	y_fit_2	y_fit_3	y_fit_4
0.0	0.0	0.0	0.0	0.0
0.05	8.651892772881093	7.426148678259559	6.196636438414568	15.404970186825697
0.1	10.883161058722832	9.443045967309178	8.175751588611787	17.945259045521023
0.15000000000000002	12.446378890140299	10.868060368478783	9.614807666030451	19.621230284473487
0.2	13.6898592873637	12.007720421995758	10.78696720438712	20.904443066449783
0.25	14.73931037273847	12.973383903466898	11.793708275801942	21.95729572944839
0.3	15.656221085386587	13.819760158517152	12.685636769398311	22.8567829717594
0.35	16.475818530920662	14.578297661746856	13.492176670986586	23.6459761318251
0.39999999999999997	17.22038719234129	15.268945023879834	14.232166939930298	24.35159831406895
0.44999999999999996	17.905023969147503	15.905247967723337	14.91850092764361	24.991458808896915
0.49999999999999994	18.540485058230786	16.496876895373273	15.560446401819522	25.578067015088223
0.5499999999999999	19.134736376337532	17.051006307466327	16.16492079110745	26.120571457715346
0.6	19.69386122968498	17.57312384764298	16.737243825861135	26.625880245211615
0.65	20.222622595697942	18.067532308682846	17.281607154659437	27.099347159955947
0.7000000000000001	20.72482765948446	18.53767557172787	17.801380789070844	27.54521183252257
0.7500000000000001	21.203573171121093	18.986358280046424	18.299320585946724	27.96689319790034
0.8000000000000002	21.661415857493296	19.415898600969868	18.777713139209776	28.367191537453177
0.8500000000000002	22.100493988210427	19.828237325505935	19.23847966199781	28.748431445992853
0.9000000000000002	22.522616117864267	20.22501759496994	19.68325217577153	29.112565413119796
0.9500000000000003	22.929327180510118	20.607644339750106	20.113430504326672	29.46125042789237
1.0000000000000002	23.321958592463822	20.97732937883494	20.53022565605508	29.795905665691915
1.0500000000000003	23.70166683107731	21.33512617668873	20.934693357745154	30.11775663029094
1.1000000000000003	24.069463557456636	21.681957004396985	21.327760334362004	30.427869417534513
1.1500000000000004	24.426239433142058	22.018634431738434	21.710245159742904	30.727177654740224
1.2000000000000004	24.772783165160092	22.345878526283624	22.08287498520373	31.01650392832075
1.2500000000000004	25.109796892636734	22.664330758616046	22.446299097435247	31.296577007514312
1.3000000000000005	25.437908734675563	22.9745653498984	22.801100008478368	31.568045822367182
1.3500000000000005	25.757683111327243	23.27709861167958	23.14780260393806	31.831490907633018
1.4000000000000006	26.069629300009712	23.572396693775477	23.486881748216	32.08743384788229
1.4500000000000006	26.37420858078294	23.860882058266174	23.81876865242135	32.336345131137804
1.5000000000000007	26.67184024344782	24.142938925416043	24.143856241685334	32.57865072429302
1.5500000000000007	26.96290666936413	24.418917883338583	24.462503706984144	32.814737613616266
1.6000000000000008	27.247757655527323	24.689139812447493	24.775040387502536	33.044958501046196
1.6500000000000008	27.52671411385744	24.95389924461994	25.08176909970216	33.2696358070321
1.7000000000000008	27.800071252031394	25.213467253035212	25.382969006214143	33.48906510003761
1.7500000000000009	28.06810132152029	25.46809395003676	25.67889809974209	33.70351804912822
1.800000000000001	28.331056002313268	25.718010655787026	25.969795363092796	33.91324497757834
1.850000000000001	28.58916848104742	25.963431788979598	26.255882655331348	34.11847708090358
1.900000000000001	28.84265526912493	26.204556521729447	26.537366365204214	34.31942836122008
1.950000000000001	29.09171779928951	26.44157023344516	26.81443886587911	34.5162973206606
2.000000000000001	29.336543832607788	26.674645792595317	27.08727979932866	34.70926844921903
2.0500000000000007	29.577308702516156	26.903944690508485	27.35605721404276	34.89851353645377
2.1000000000000005	29.814176418289776	27.12961804745747	27.620928575967366	35.08419283165761
2.1500000000000004	30.047300646766846	27.351807508094026	27.88204166946114	35.26645607316386
2.2	30.27682558826143	27.570646040677843	28.139535402500538	35.4454434042276
2.25	30.50288676020023	27.786258652374823	28.393540528242678	35.62128619025587
2.3	30.72561170002669	27.998763031096864	28.644180293290336	35.79410774995337
2.3499999999999996	30.945120597253677	28.208270122850937	28.891571021527973	35.96402401111264
2.3999999999999995	31.16152686315316	28.414884652303737	29.135822641159784	36.13114410024232
2.4499999999999993	31.37493764539971	28.61870559320702	29.37703916153744	36.29557087393855
2.499999999999999	31.58545429399525	28.819826594431955	29.61531910548306	36.457401398818824
2.549999999999999	31.79317278396363	29.018336366600657	29.850755902063824	36.6167273859202
2.5999999999999988	31.998184099590585	29.214319033656214	30.083438244136914	36.77363558468446
2.6499999999999986	32.20057458437571	29.407854453160333	30.313450414438144	36.928208140989945
2.6999999999999984	32.40042626034196	29.59901850863484	30.540872583520336	37.08052292312331
2.7499999999999982	32.59781711990063	29.787883376856957	30.765781082445404	37.23065381909876
2.799999999999998	32.79282139308417	29.974517772668328	30.988248652787487	37.378671008315536
2.849999999999998	32.9855097926262	30.158987173555236	31.208344676204604	37.52464121018423
2.8999999999999977	33.17594973907975	30.341354025995276	31.426135385576117	37.66862791204218
2.9499999999999975	33.36420556791377	30.521677935338406	31.64168405947715	37.81069157840832
2.9999999999999973	33.55033872031058	30.700015840791536	31.85505120156402	37.9508898433939
3.049999999999997	33.73440791919552	30.87642217690311	32.06629470627222	38.08927768788168
3.099999999999997	33.916469331864505	31.050949022792334	32.275470012077676	38.22590760290765
3.149999999999997	34.09657672042827	31.223646240234967	32.48263024343958	38.360829740523855
